Series Code,Site,Filename,Species,Lat,Long,Notes
DRI08,Deer Ridge,4ppDEER.rwl,PIPO,40.36666667,-105.5666667,one of eight PIPO chronologies used to crossdate fire scars used in Veblen et al. (2000)
