"B18","B19","EP","FP","JP","LJ","NI","SH","SR","SS","SP","TI","WR","WW","WB","time","year","month"
-6.10000038146973,-8.13899993896484,-6.03700017929077,-5.97400045394897,-6.2790002822876,-7.00900030136108,-11.2630004882812,-8.48400020599365,-5.76100015640259,-4.88100004196167,-9.79600048065186,-9.57000064849854,-6.89100027084351,-4.41300010681152,-7.59200048446655,"189501","1895","01"
-7.39400053024292,-8.92600059509277,-7.43100023269653,-7.71400022506714,-7.72400045394897,-8.04400062561035,-11.3870000839233,-9.56900024414062,-6.76200008392334,-6.72800016403198,-10.8540000915527,-10.238000869751,-8.26100063323975,-5.75700044631958,-8.60900020599365,"189502","1895","02"
-2.08700013160706,-3.86300015449524,-2.07600021362305,-2.39400005340576,-2.1800000667572,-2.86700010299683,-6.7180004119873,-4.28600025177002,-1.85700011253357,-1.32400012016296,-5.23200035095215,-4.70500040054321,-2.43900012969971,-0.359000027179718,-3.45400023460388,"189503","1895","03"
5.23000001907349,3.33800005912781,5.30200004577637,5.06500005722046,4.63000011444092,4.29100036621094,0.814000010490417,3.18700003623962,4.60900020599365,6.03200006484985,2.57100009918213,2.93600010871887,4.50100040435791,7.41100025177002,3.92900013923645,"189504","1895","04"
7.75200033187866,5.86700010299683,7.64900016784668,7.46500015258789,8.22100067138672,6.76600027084351,3.382000207901,5.56600046157837,8.23099994659424,8.48300075531006,5.36100006103516,5.53200006484985,8.12400054931641,10.6660003662109,6.35700035095215,"189505","1895","05"
10.702000617981,8.75100040435791,10.8950004577637,10.4180002212524,11.113000869751,9.86300086975098,6.12200021743774,8.51500034332275,10.8890008926392,11.4140005111694,8.10800075531006,8.51399993896484,10.8730001449585,13.327000617981,9.24600028991699,"189506","1895","06"
13.8610010147095,11.6030006408691,13.8980007171631,13.6080007553101,13.3620004653931,12.8380002975464,8.8430004119873,11.57200050354,13.1230010986328,14.7320003509521,10.9710006713867,11.8890008926392,13.19700050354,16.0470008850098,12.202000617981,"189507","1895","07"
15.2790002822876,13.3340005874634,15.354001045227,15.024001121521,14.6800003051758,14.4900007247925,10.8790006637573,13.1460008621216,14.0160007476807,16.1110000610352,12.6710004806519,13.0610008239746,14.403000831604,16.9950008392334,13.7200002670288,"189508","1895","08"
12.0400009155273,10.1000003814697,12.0970001220703,11.8590002059937,11.9220008850098,11.193000793457,7.50400018692017,10.0580005645752,11.6230001449585,12.8530006408691,9.54300022125244,9.31300067901611,11.6470003128052,14.0740003585815,10.6470003128052,"189509","1895","09"
5.21100044250488,3.6340000629425,5.2480001449585,5.05800008773804,5.20300006866455,4.61700010299683,1.49500012397766,3.35500025749207,5.8250002861023,5.99700021743774,2.91900014877319,3.18200016021729,4.70300006866455,7.02600049972534,3.80900025367737,"189510","1895","10"
-1.17800009250641,-3.32000017166138,-1.11300003528595,-1.46900010108948,-2.99400019645691,-2.07500004768372,-6.97600030899048,-3.49500012397766,-3.10200023651123,-0.397000014781952,-4.9040002822876,-4.9060001373291,-3.47200012207031,-1.21700000762939,-2.64200019836426,"189511","1895","11"
-3.91400027275085,-5.95800018310547,-3.7720000743866,-4.20900011062622,-5.83800029754639,-4.85300016403198,-10.1700000762939,-6.16100025177002,-4.76100015640259,-3.18500018119812,-8.63000011444092,-8.98400020599365,-6.64200019836426,-3.68200016021729,-5.33100032806396,"189512","1895","12"
-1.52300012111664,-3.28300023078918,-1.41600000858307,-1.83500003814697,-2.68500018119812,-2.22500014305115,-6.58500051498413,-3.69600009918213,-1.76300013065338,-0.763000011444092,-5.94000005722046,-5.63100004196167,-3.28900027275085,-0.656000018119812,-2.96500015258789,"189601","1896","01"
-2.51900005340576,-4.5600004196167,-2.7590000629425,-2.73800015449524,-3.87200021743774,-3.65000009536743,-8.11500072479248,-5.00500011444092,-3.33300018310547,-1.7150000333786,-6.61800050735474,-6.21100044250488,-4.35100030899048,-1.51500010490417,-3.9850001335144,"189602","1896","02"
-1.05300009250641,-3.00500011444092,-0.942000031471252,-1.40500009059906,-1.71700012683868,-2.00600004196167,-5.70600032806396,-3.34300017356873,-2.31600022315979,-0.391000032424927,-4.16200017929077,-4.03200006484985,-2.06500005722046,-0.288000017404556,-2.31200003623962,"189603","1896","03"
3.49000024795532,1.62200009822845,3.75800013542175,3.24600005149841,3.6540002822876,2.64100003242493,-0.519000053405762,1.58500003814697,2.78500008583069,4.1710000038147,1.34600007534027,1.40600001811981,3.55200028419495,5.70500040054321,2.21200013160706,"189604","1896","04"
9.08800029754639,7.05000019073486,9.13300037384033,8.80400085449219,8.79300022125244,8.09899997711182,4.27200031280518,6.91700029373169,8.41200065612793,9.82300090789795,6.48200035095215,6.31400012969971,8.55300045013428,10.8880004882812,7.68600034713745,"189605","1896","05"
14.3360004425049,12.3510007858276,14.2890005111694,14.0900011062622,14.4910011291504,13.3940010070801,9.63200092315674,12.0750007629395,13.778000831604,15.1250009536743,11.6360006332397,12.0840005874634,14.2770004272461,16.6180000305176,12.827000617981,"189606","1896","06"
16.6100006103516,14.4950008392334,16.6040000915527,16.3190002441406,15.7090005874634,15.7010011672974,11.5950002670288,14.2580003738403,15.3390007019043,17.4540004730225,13.3800010681152,13.9870004653931,15.5970010757446,18.3540000915527,14.9340009689331,"189607","1896","07"
16.0250015258789,14.0470008850098,16.0610008239746,15.7490005493164,15.4640007019043,15.242000579834,11.3990001678467,13.8390007019043,15.8030004501343,16.9150009155273,13.1540002822876,13.8590002059937,15.1500005722046,17.8420009613037,14.4540004730225,"189608","1896","08"
