Site,Raw.file,Crossdated.file,Species,Easting,Northing,Lat,Long,Elevation,Aspect,No.Trees,No.Cores,Crossdating.notes,Notes
Three Island Lake Trail,-9999,3-Isle-98pm.rwl,PSME,-9999,-9999,40.75631,-106.75358,-9999,-9999,-9999,-9999,-9999,coordinates estimated based on R2Veg Douglas fir polygon
